Plot,Quad,ID,Site,Sample.Year,Burn.Year,Treatment ,cyano,Lichen,Moss,Mixed,Total,2017_precip,2018_precip,2019_precip,2020_precip
pgw03,a,pgwc03a2018,pgw,2018,none,none,5,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
pgw03,b,pgwc03b2018,pgw,2018,none,none,,1,0,NA,6,5.541666667,1.863333333,5.976666667,3.336666667
pgw03,c,pgwc03c2018,pgw,2018,none,none,5,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw03,d,pgwc03d2018,pgw,2018,none,none,8,2,1,NA,8,5.541666667,1.863333333,5.976666667,3.336666667
pgw04,a,pgwc04a2018,pgw,2018,none,none,4,1,0,NA,9,5.541666667,1.863333333,5.976666667,3.336666667
pgw04,b,pgwc04b2018,pgw,2018,none,none,7,1,1,NA,6,5.541666667,1.863333333,5.976666667,3.336666667
pgw04,c,pgwc04c2018,pgw,2018,none,none,0,2,1,NA,10,5.541666667,1.863333333,5.976666667,3.336666667
pgw04,d,pgwc04d2018,pgw,2018,none,none,8,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw05,a,pgwc05a2018,pgw,2018,none,none,6,2,0,NA,10,5.541666667,1.863333333,5.976666667,3.336666667
pgw05,b,pgwc05b2018,pgw,2018,none,none,9,0,0,NA,6,5.541666667,1.863333333,5.976666667,3.336666667
pgw05,c,pgwc05c2018,pgw,2018,none,none,2,1,0,NA,10,5.541666667,1.863333333,5.976666667,3.336666667
pgw05,d,pgwc05d2018,pgw,2018,none,none,9,0,0,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
pgw06,a,pgwc06a2018,pgw,2018,none,none,1,1,0,NA,10,5.541666667,1.863333333,5.976666667,3.336666667
pgw06,b,pgwc06b2018,pgw,2018,none,none,0,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
pgw06,c,pgwc06c2018,pgw,2018,none,none,0,1,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
pgw06,d,pgwc06d2018,pgw,2018,none,none,10,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw07,a,pgwc07a2018,pgw,2018,none,none,0,2,0,NA,12,5.541666667,1.863333333,5.976666667,3.336666667
pgw07,b,pgwc07b2018,pgw,2018,none,none,4,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw07,c,pgwc07c2018,pgw,2018,none,none,0,1,1,NA,6,5.541666667,1.863333333,5.976666667,3.336666667
pgw07,d,pgwc07d2018,pgw,2018,none,none,1,0,1,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
pgw08,a,pgwc08a2018,pgw,2018,none,none,0,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
pgw08,b,pgwc08b2018,pgw,2018,none,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw08,c,pgwc08c2018,pgw,2018,none,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw08,d,pgwc08d2018,pgw,2018,none,none,2,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw09,a,pgwc09a2018,pgw,2018,none,none,0,0,0,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
pgw09,b,pgwc09b2018,pgw,2018,none,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw09,c,pgwc09c2018,pgw,2018,none,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw09,d,pgwc09d2018,pgw,2018,none,none,0,0,1,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
pgw10,a,pgwc10a2018,pgw,2018,none,none,2,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw10,b,pgwc10b2018,pgw,2018,none,none,6,1,2,NA,5,5.541666667,1.863333333,5.976666667,3.336666667
pgw10,c,pgwc10c2018,pgw,2018,none,none,1,1,0,NA,7,5.541666667,1.863333333,5.976666667,3.336666667
pgw10,d,pgwc10d2018,pgw,2018,none,none,1,1,0,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
rc01,a,rcc01a2018,rc,2018,2012,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc01,a,rcc01a2018,rc,2018,2017/2012,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc01,b,rcc01b2018,rc,2018,2012,none,3,0,0,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
rc01,b,rcc01b2018,rc,2018,2017/2012,none,3,0,0,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
rc01,c,rcc01c2018,rc,2018,2012,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc01,c,rcc01c2018,rc,2018,2017/2012,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc01,d,rcc01d2018,rc,2018,2012,none,1,0,1,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
rc01,d,rcc01d2018,rc,2018,2017/2012,none,1,0,1,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
rc02,a,rcc02a2018,rc,2018,2012,none,1,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
rc02,a,rcc02a2018,rc,2018,2017/2012,none,1,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
rc02,b,rcc02b2018,rc,2018,2012,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc02,b,rcc02b2018,rc,2018,2017/2012,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc02,c,rcc02c2018,rc,2018,2012,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc02,c,rcc02c2018,rc,2018,2017/2012,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc02,d,rcc02d2018,rc,2018,2012,none,4,0,1,NA,5,5.541666667,1.863333333,5.976666667,3.336666667
rc02,d,rcc02d2018,rc,2018,2017/2012,none,4,0,1,NA,5,5.541666667,1.863333333,5.976666667,3.336666667
rc03,a,rcc03a2018,rc,2018,2012,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc03,a,rcc03a2018,rc,2018,2017/2012,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc03,b,rcc03b2018,rc,2018,2012,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc03,b,rcc03b2018,rc,2018,2017/2012,none,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc03,c,rcc03c2018,rc,2018,2012,none,2,0,0,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
rc03,c,rcc03c2018,rc,2018,2017/2012,none,2,0,0,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
rc03,d,rcc03d2018,rc,2018,2012,none,2,0,0,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
rc03,d,rcc03d2018,rc,2018,2017/2012,none,2,0,0,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
rc04,a,rcc04a2018,rc,2018,2012,none,5,0,1,NA,6,5.541666667,1.863333333,5.976666667,3.336666667
rc04,a,rcc04a2018,rc,2018,2017/2012,none,5,0,1,NA,6,5.541666667,1.863333333,5.976666667,3.336666667
rc04,b,rcc04b2018,rc,2018,2012,none,5,1,0,NA,6,5.541666667,1.863333333,5.976666667,3.336666667
rc04,b,rcc04b2018,rc,2018,2017/2012,none,5,1,0,NA,6,5.541666667,1.863333333,5.976666667,3.336666667
rc04,c,rcc04c2018,rc,2018,2012,none,6,0,1,NA,7,5.541666667,1.863333333,5.976666667,3.336666667
rc04,c,rcc04c2018,rc,2018,2017/2012,none,6,0,1,NA,7,5.541666667,1.863333333,5.976666667,3.336666667
rc04,d,rcc04d2018,rc,2018,2012,none,3,0,0,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
rc04,d,rcc04d2018,rc,2018,2017/2012,none,3,0,0,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
rc05,a,rcc05a2018,rc,2018,2012,none,1,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
rc05,a,rcc05a2018,rc,2018,2017/2012,none,1,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
rc05,b,rcc05b2018,rc,2018,2012,none,2.5,0,0,NA,2.5,5.541666667,1.863333333,5.976666667,3.336666667
rc05,b,rcc05b2018,rc,2018,2017/2012,none,2.5,0,0,NA,2.5,5.541666667,1.863333333,5.976666667,3.336666667
rc05,c,rcc05c2018,rc,2018,2012,none,2,1,1,NA,4,5.541666667,1.863333333,5.976666667,3.336666667
rc05,c,rcc05c2018,rc,2018,2017/2012,none,2,1,1,NA,4,5.541666667,1.863333333,5.976666667,3.336666667
rc05,d,rcc05d2018,rc,2018,2012,none,1,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
rc05,d,rcc05d2018,rc,2018,2017/2012,none,1,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
rc06,a,rcc06a2018,rc,2018,2012,none,1,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
rc06,a,rcc06a2018,rc,2018,2017/2012,none,1,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
rc06,b,rcc06b2018,rc,2018,2012,none,2,0,1,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
rc06,b,rcc06b2018,rc,2018,2017/2012,none,2,0,1,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
rc06,c,rcc06c2018,rc,2018,2012,none,4,0,0,NA,4,5.541666667,1.863333333,5.976666667,3.336666667
rc06,c,rcc06c2018,rc,2018,2017/2012,none,4,0,0,NA,4,5.541666667,1.863333333,5.976666667,3.336666667
rc06,d,rcc06d2018,rc,2018,2012,none,3,1,0,NA,4,5.541666667,1.863333333,5.976666667,3.336666667
rc06,d,rcc06d2018,rc,2018,2017/2012,none,3,1,0,NA,4,5.541666667,1.863333333,5.976666667,3.336666667
rc07,a,rcc07a2018,rc,2018,2012,none,2,0,0,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
rc07,a,rcc07a2018,rc,2018,2017/2012,none,2,0,0,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
rc07,b,rcc07b2018,rc,2018,2012,none,1,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
rc07,b,rcc07b2018,rc,2018,2017/2012,none,1,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
rc07,c,rcc07c2018,rc,2018,2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc07,c,rcc07c2018,rc,2018,2017/2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc07,d,rcc07d2018,rc,2018,2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc07,d,rcc07d2018,rc,2018,2017/2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc08,a,rcc08a2018,rc,2018,2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc08,a,rcc08a2018,rc,2018,2017/2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc08,b,rcc08b2018,rc,2018,2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc08,b,rcc08b2018,rc,2018,2017/2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc08,c,rcc08c2018,rc,2018,2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc08,c,rcc08c2018,rc,2018,2017/2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc08,d,rcc08d2018,rc,2018,2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc08,d,rcc08d2018,rc,2018,2017/2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc09,a,rcc09a2018,rc,2018,2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc09,a,rcc09a2018,rc,2018,2017/2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc09,b,rcc09b2018,rc,2018,2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc09,b,rcc09b2018,rc,2018,2017/2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc09,c,rcc09c2018,rc,2018,2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc09,c,rcc09c2018,rc,2018,2017/2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc09,d,rcc09d2018,rc,2018,2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc09,d,rcc09d2018,rc,2018,2017/2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc10,a,rcc10a2018,rc,2018,2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc10,a,rcc10a2018,rc,2018,2017/2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc10,b,rcc10b2018,rc,2018,2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc10,b,rcc10b2018,rc,2018,2017/2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc10,c,rcc10c2018,rc,2018,2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc10,c,rcc10c2018,rc,2018,2017/2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc10,d,rcc10d2018,rc,2018,2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
rc10,d,rcc10d2018,rc,2018,2017/2012,none,,,,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pge01,a,pge01a2019,pge,2019,2017,rx,20,5,4,NA,29,5.541666667,1.863333333,5.976666667,3.336666667
pge01,b,pge01b2019,pge,2019,2017,rx,1,1,3,NA,5,5.541666667,1.863333333,5.976666667,3.336666667
pge01,c,pge01c2019,pge,2019,2017,rx,5,5,30,NA,40,5.541666667,1.863333333,5.976666667,3.336666667
pge01,d,pge01d2019,pge,2019,2017,rx,0,4,0,NA,4,5.541666667,1.863333333,5.976666667,3.336666667
pge02,a,pge02a2019,pge,2019,2017,rx,2,0,1,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
pge02,b,pge02b2019,pge,2019,2017,rx,1,0,2,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
pge02,c,pge02c2019,pge,2019,2017,rx,5,2,9,NA,16,5.541666667,1.863333333,5.976666667,3.336666667
pge02,d,pge02d2019,pge,2019,2017,rx,4,0,0,NA,4,5.541666667,1.863333333,5.976666667,3.336666667
pge03,a,pge03a2019,pge,2019,2017,rx,0,0,1,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
pge03,b,pge03b2019,pge,2019,2017,rx,1,0,1,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
pge03,c,pge03c2019,pge,2019,2017,rx,1,0,1,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
pge03,d,pge03d2019,pge,2019,2017,rx,1,1,1,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
pge04,a,pge04a2019,pge,2019,2017,rx,3,3,10,NA,16,5.541666667,1.863333333,5.976666667,3.336666667
pge04,b,pge04b2019,pge,2019,2017,rx,0,0,3,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
pge04,c,pge04c2019,pge,2019,2017,rx,1,0,5,NA,6,5.541666667,1.863333333,5.976666667,3.336666667
pge04,d,pge04d2019,pge,2019,2017,rx,1,1,6,NA,8,5.541666667,1.863333333,5.976666667,3.336666667
pge05,a,pge05a2019,pge,2019,2017,rx,1,1,40,NA,42,5.541666667,1.863333333,5.976666667,3.336666667
pge05,b,pge05b2019,pge,2019,2017,rx,1,0,5,NA,6,5.541666667,1.863333333,5.976666667,3.336666667
pge05,c,pge05c2019,pge,2019,2017,rx,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pge05,d,pge05d2019,pge,2019,2017,rx,1,1,1,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
pge06,a,pge06a2019,pge,2019,2017,rx,1,1,8,NA,10,5.541666667,1.863333333,5.976666667,3.336666667
pge06,b,pge06b2019,pge,2019,2017,rx,1,0,1,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
pge06,c,pge06c2019,pge,2019,2017,rx,1,2,5,NA,8,5.541666667,1.863333333,5.976666667,3.336666667
pge06,d,pge06d2019,pge,2019,2017,rx,0,10,3,NA,13,5.541666667,1.863333333,5.976666667,3.336666667
pge07,a,pge07a2019,pge,2019,2017,rx,0,0,1,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
pge07,b,pge07b2019,pge,2019,2017,rx,2,0,5,NA,7,5.541666667,1.863333333,5.976666667,3.336666667
pge07,c,pge07c2019,pge,2019,2017,rx,0,0,3,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
pge07,d,pge07d2019,pge,2019,2017,rx,1,0,4,NA,5,5.541666667,1.863333333,5.976666667,3.336666667
pge08,a,pge08a2019,pge,2019,2017,rx,10,5,40,NA,55,5.541666667,1.863333333,5.976666667,3.336666667
pge08,b,pge08b2019,pge,2019,2017,rx,1,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
pge08,c,pge08c2019,pge,2019,2017,rx,60,1,5,NA,66,5.541666667,1.863333333,5.976666667,3.336666667
pge08,d,pge08d2019,pge,2019,2017,rx,55,2,1,NA,58,5.541666667,1.863333333,5.976666667,3.336666667
pge09,a,pge09a2019,pge,2019,2017,rx,2,0,3,NA,5,5.541666667,1.863333333,5.976666667,3.336666667
pge09,b,pge09b2019,pge,2019,2017,rx,10,0,1,NA,11,5.541666667,1.863333333,5.976666667,3.336666667
pge09,c,pge09c2019,pge,2019,2017,rx,6,1,20,NA,27,5.541666667,1.863333333,5.976666667,3.336666667
pge09,d,pge09d2019,pge,2019,2017,rx,4,2,8,NA,14,5.541666667,1.863333333,5.976666667,3.336666667
pge10,a,pge10a2019,pge,2019,2017,rx,30,10,1,NA,41,5.541666667,1.863333333,5.976666667,3.336666667
pge10,b,pge10b2019,pge,2019,2017,rx,5,0,15,NA,20,5.541666667,1.863333333,5.976666667,3.336666667
pge10,c,pge10c2019,pge,2019,2017,rx,85,1,0,NA,86,5.541666667,1.863333333,5.976666667,3.336666667
pge10,d,pge10d2019,pge,2019,2017,rx,40,1,10,NA,51,5.541666667,1.863333333,5.976666667,3.336666667
pgw01,a,pgw01a2019,pgw,2019,2017,rx,15,3,16,NA,34,5.541666667,1.863333333,5.976666667,3.336666667
pgw01,b,pgw01b2019,pgw,2019,2017,rx,4,1,2,NA,7,5.541666667,1.863333333,5.976666667,3.336666667
pgw01,c,pgw01c2019,pgw,2019,2017,rx,15,1,1,NA,17,5.541666667,1.863333333,5.976666667,3.336666667
pgw01,d,pgw01d2019,pgw,2019,2017,rx,2,1,5,NA,8,5.541666667,1.863333333,5.976666667,3.336666667
pgw02,a,pgw02a2019,pgw,2019,2017,rx,49,1,3,NA,53,5.541666667,1.863333333,5.976666667,3.336666667
pgw02,b,pgw02b2019,pgw,2019,2017,rx,8,0,10,NA,18,5.541666667,1.863333333,5.976666667,3.336666667
pgw02,c,pgw02c2019,pgw,2019,2017,rx,3,0,4,NA,7,5.541666667,1.863333333,5.976666667,3.336666667
pgw02,d,pgw02d2019,pgw,2019,2017,rx,1,1,0,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
pgw03,a,pgw03a2019,pgw,2019,2017,rx,0,0,1,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
pgw03,b,pgw03b2019,pgw,2019,2017,rx,0,0,1,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
pgw03,c,pgw03c2019,pgw,2019,2017,rx,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw03,d,pgw03d2019,pgw,2019,2017,rx,NA,NA,NA,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw04,a,pgw04a2019,pgw,2019,2017,rx,1,1,1,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
pgw04,b,pgw04b2019,pgw,2019,2017,rx,37,3,1,NA,41,5.541666667,1.863333333,5.976666667,3.336666667
pgw04,c,pgw04c2019,pgw,2019,2017,rx,1,0,29,NA,30,5.541666667,1.863333333,5.976666667,3.336666667
pgw04,d,pgw04d2019,pgw,2019,2017,rx,0,0,10,NA,10,5.541666667,1.863333333,5.976666667,3.336666667
pgw05,a,pgw05a2019,pgw,2019,2017,rx,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw05,b,pgw05b2019,pgw,2019,2017,rx,10,0,0,NA,10,5.541666667,1.863333333,5.976666667,3.336666667
pgw05,c,pgw05c2019,pgw,2019,2017,rx,1,1,1,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
pgw05,d,pgw05d2019,pgw,2019,2017,rx,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw06,a,pgw06a2019,pgw,2019,2017,rx,4,0,0,NA,4,5.541666667,1.863333333,5.976666667,3.336666667
pgw06,b,pgw06b2019,pgw,2019,2017,rx,0,0,0,NA,0,5.541666667,1.863333333,5.976666667,3.336666667
pgw06,c,pgw06c2019,pgw,2019,2017,rx,3,0,1,NA,4,5.541666667,1.863333333,5.976666667,3.336666667
pgw06,d,pgw06d2019,pgw,2019,2017,rx,15,0,1,NA,16,5.541666667,1.863333333,5.976666667,3.336666667
pgw07,a,pgw07a2019,pgw,2019,2017,rx,4,1,1,NA,6,5.541666667,1.863333333,5.976666667,3.336666667
pgw07,b,pgw07b2019,pgw,2019,2017,rx,1,1,0,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
pgw07,c,pgw07c2019,pgw,2019,2017,rx,2,1,2,NA,5,5.541666667,1.863333333,5.976666667,3.336666667
pgw07,d,pgw07d2019,pgw,2019,2017,rx,2,1,0,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
pgw08,a,pgw08a2019,pgw,2019,2017,rx,5,25,0,NA,30,5.541666667,1.863333333,5.976666667,3.336666667
pgw08,b,pgw08b2019,pgw,2019,2017,rx,20,25,0,NA,45,5.541666667,1.863333333,5.976666667,3.336666667
pgw08,c,pgw08c2019,pgw,2019,2017,rx,20,1,10,NA,31,5.541666667,1.863333333,5.976666667,3.336666667
pgw08,d,pgw08d2019,pgw,2019,2017,rx,35,55,5,NA,95,5.541666667,1.863333333,5.976666667,3.336666667
pgw09,a,pgw09a2019,pgw,2019,2017,rx,1,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
pgw09,b,pgw09b2019,pgw,2019,2017,rx,3,1,1,NA,5,5.541666667,1.863333333,5.976666667,3.336666667
pgw09,c,pgw09c2019,pgw,2019,2017,rx,1,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
pgw09,d,pgw09d2019,pgw,2019,2017,rx,1,0,0,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
pgw10,a,pgw10a2019,pgw,2019,2017,rx,50,1,4,NA,55,5.541666667,1.863333333,5.976666667,3.336666667
pgw10,b,pgw10b2019,pgw,2019,2017,rx,40,5,0,NA,45,5.541666667,1.863333333,5.976666667,3.336666667
pgw10,c,pgw10c2019,pgw,2019,2017,rx,30,10,0,NA,40,5.541666667,1.863333333,5.976666667,3.336666667
pgw10,d,pgw10d2019,pgw,2019,2017,rx,60,10,1,NA,71,5.541666667,1.863333333,5.976666667,3.336666667
rc01,a,rcb01a2019,rc,2019,2017/2012,rx/wild,10,1,5,NA,16,5.541666667,1.863333333,5.976666667,3.336666667
rc01,b,rcb01b2019,rc,2019,2017/2012,rx/wild,25,1,20,NA,46,5.541666667,1.863333333,5.976666667,3.336666667
rc01,c,rcb01c2019,rc,2019,2017/2012,rx/wild,10,1,5,NA,16,5.541666667,1.863333333,5.976666667,3.336666667
rc01,d,rcb01d2019,rc,2019,2017/2012,rx/wild,40,0,4,NA,44,5.541666667,1.863333333,5.976666667,3.336666667
rc02,a,rcb02a2019,rc,2019,2017/2012,rx/wild,45,0,3,NA,48,5.541666667,1.863333333,5.976666667,3.336666667
rc02,b,rcb02b2019,rc,2019,2017/2012,rx/wild,10,1,20,NA,31,5.541666667,1.863333333,5.976666667,3.336666667
rc03,c,rcb03c2019,rc,2019,2017/2012,rx/wild,20,1,10,NA,31,5.541666667,1.863333333,5.976666667,3.336666667
rc03,d,rcb03d2019,rc,2019,2017/2012,rx/wild,60,2,1,NA,63,5.541666667,1.863333333,5.976666667,3.336666667
rc03,a,rcb03a2019,rc,2019,2017/2012,rx/wild,45,1,0,NA,46,5.541666667,1.863333333,5.976666667,3.336666667
rc03,b,rcb03b2019,rc,2019,2017/2012,rx/wild,0,0,1,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
rc04,c,rcb04c2019,rc,2019,2017/2012,rx/wild,2,1,7,NA,10,5.541666667,1.863333333,5.976666667,3.336666667
rc04,d,rcb04d2019,rc,2019,2017/2012,rx/wild,50,1,5,NA,56,5.541666667,1.863333333,5.976666667,3.336666667
rc04,a,rcb04a2019,rc,2019,2017/2012,rx/wild,1,0,2,NA,3,5.541666667,1.863333333,5.976666667,3.336666667
rc04,b,rcb04b2019,rc,2019,2017/2012,rx/wild,8,2,0,NA,10,5.541666667,1.863333333,5.976666667,3.336666667
rc05,c,rcb05c2019,rc,2019,2017/2012,rx/wild,0,0,2,NA,2,5.541666667,1.863333333,5.976666667,3.336666667
rc05,d,rcb05d2019,rc,2019,2017/2012,rx/wild,0,0,4,NA,4,5.541666667,1.863333333,5.976666667,3.336666667
rc05,a,rcb05a2019,rc,2019,2017/2012,rx/wild,0,0,1,NA,1,5.541666667,1.863333333,5.976666667,3.336666667
rc05,b,rcb05b2019,rc,2019,2017/2012,rx/wild,1,1,5,NA,7,5.541666667,1.863333333,5.976666667,3.336666667
rc06,c,rcb06c2019,rc,2019,2017/2012,rx/wild,0,1,16,NA,17,5.541666667,1.863333333,5.976666667,3.336666667
