"","Site","Treatment","Quad","ID","cyano","Lichen","Moss","Total","Site.1","Treatment.1","Quad.1","ID.1","ng.cov","nng.cov","nnf.cov","nf.cov","BRODIA","EROBOT","FESMYU","SANARG","STIPUL","ACARAR","AVEBAR","AVEFAT","BROMAD","CENMEL","UNKNOWN","BROHOR","LASGRA","SPEMAC","LEPNIT","SALTRA","ACHMIL","EROCIC","SONOLE","DAUPUS","LUPBIC","MAFOFO","GILNEV","CALMEN","AVESPP","EROMOS","GALAPA","CRYINT","BROKIN","PTEDRY","CRACON","CALCIL","FESSPP","JEPMAL","HYPGLA","PELAND","AMBPUS","DICCAP","ALLPRA","CALMAC","OPULIT","AMSINT","AMSMEN","VIOPED"
"165","rc","none","a","rc07",2,0,0,2,"RC","burn","A","RC07",0.809036144578313,1.0938704028021,1.39540229885057,0,0.1,0,0,0,0.2,0,0,0.4,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","rc","none","b","rc01",3,0,0,3,"RC","burn","A","RC08",1.01129518072289,0.683669001751314,1.74425287356322,0,0,0.25,0,0,3.25,0,0,0.125,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","rc","none","b","rc02",0,0,0,0,"RC","burn","A","RC09",1.34839357429719,0,2.32567049808429,0,0,2.33333333333333,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","rc","none","b","rc03",0,0,0,0,"RC","burn","A","RC10",0.809036144578313,1.0938704028021,1.39540229885057,0,0.1,4.2,0,0,0.8,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","rc","none","b","rc04",5,1,0,6,"RC","burn","B","RC01",2.02259036144578,0,1.74425287356322,0,0,2.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","rc","none","b","rc05",2.5,0,0,2.5,"RC","burn","B","RC02",0.674196787148594,0.911558669001751,0.581417624521073,0.639747995418099,0.0833333333333333,0,0,0,0.166666666666667,0.0833333333333333,0,0.0833333333333333,0,0,0,0,0,0,0.0833333333333333,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","rc","none","b","rc06",2,0,1,3,"RC","burn","B","RC03",0.505647590361446,1.02550350262697,1.30818965517241,0.239905498281787,0.0625,0.125,0,0,0.1875,0,0,0.0625,0.0625,0,0,0,0,0,0.0625,0.0625,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0
"172","rc","none","b","rc07",1,0,0,1,"RC","burn","B","RC04",0.674196787148594,1.36733800350263,1.16283524904215,0,0.0833333333333333,0,0,0,0.0833333333333333,0,0,0.5,0.5,0.0833333333333333,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","rc","none","c","rc01",0,0,0,0,"RC","burn","B","RC05",0.809036144578313,0.546935201401051,1.39540229885057,0,0.1,0,0,0,1,0,0,0.2,0,0,0.1,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","rc","none","c","rc02",0,0,0,0,"RC","burn","B","RC06",0,0.911558669001751,2.32567049808429,0,0,1,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","rc","none","c","rc03",2,0,0,2,"RC","burn","B","RC07",0.809036144578313,0.546935201401051,2.09310344827586,0,0.1,0.1,0,0,1,0,0,0.1,0,0.1,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","rc","none","c","rc04",6,0,1,7,"RC","burn","B","RC08",0.674196787148594,0.911558669001751,1.74425287356322,0,0.166666666666667,0.333333333333333,0,0,0.5,0,0.166666666666667,0,0,0,0,0,0,0,0,0.0833333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","rc","none","c","rc05",2,1,1,4,"RC","burn","B","RC09",1.34839357429719,0,2.32567049808429,0,0,2,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","rc","none","c","rc06",4,0,0,4,"RC","burn","B","RC10",0.809036144578313,1.0938704028021,1.39540229885057,0,0.1,3,0,0,0.6,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","rc","none","d","rc01",1,0,1,2,"RC","burn","C","RC01",0,1.36733800350263,0.872126436781609,0.479810996563574,0,0.625,0,0,0,0.0625,0.0625,0.0625,0.0625,0,0,0.0625,0,0,0.0625,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","rc","none","d","rc02",4,0,1,5,"RC","burn","C","RC02",1.01129518072289,0.683669001751314,0.872126436781609,0.479810996563574,0,0.125,0,0,0.5,0,0,0,0.125,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","rc","none","d","rc03",2,0,0,2,"RC","burn","C","RC03",1.34839357429719,0.911558669001751,1.16283524904215,0,0,0.833333333333333,0,0,1,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","rc","none","d","rc04",3,0,0,3,"RC","burn","C","RC04",1.34839357429719,0.911558669001751,1.16283524904215,0,0.333333333333333,0,0,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","rc","none","d","rc05",1,0,0,1,"RC","burn","C","RC05",0.674196787148594,0.911558669001751,1.16283524904215,0.319873997709049,0.0833333333333333,0.0833333333333333,0,0,0.5,0,0.0833333333333333,0,0,0,0,0,0,0,0.166666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","rc","none","d","rc06",3,1,0,4,"RC","burn","C","RC06",0.577882960413081,0.781336002001501,0.498357963875205,0.822533136966127,0.0714285714285714,0.0714285714285714,0,0,0.285714285714286,0.0714285714285714,0,0.285714285714286,0,0,0,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0
"185","rc","rx/wild","a","rc01",0,0,0,0,"RC","burn","C","RC07",0.809036144578313,0.546935201401051,1.39540229885057,0.383848797250859,0,0,0,0,0.4,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","rc","rx/wild","a","rc02",18,0,0,18,"RC","burn","C","RC08",0.809036144578313,1.0938704028021,1.39540229885057,0,0.1,0.1,0,0,1.6,0,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","rc","rx/wild","a","rc03",10,0,1,11,"RC","burn","C","RC09",1.01129518072289,0,1.74425287356322,0,0,0.75,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","rc","rx/wild","a","rc04",45,0,15,60,"RC","burn","C","RC10",0.674196787148594,1.36733800350263,1.16283524904215,0,0.166666666666667,1.5,0,0,0.333333333333333,0,0.0833333333333333,0.0833333333333333,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","rc","rx/wild","a","rc05",4,0,2,6,"RC","burn","D","RC01",0,1.8231173380035,1.16283524904215,0,0,1.33333333333333,0,0,0,0,0.166666666666667,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","rc","rx/wild","a","rc06",6,0,1,7,"RC","burn","D","RC02",1.01129518072289,1.36733800350263,0,0.479810996563574,0.125,0,0,0,2,0,0.125,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","rc","rx/wild","a","rc07",24,0,2,26,"RC","burn","D","RC03",0,0.911558669001751,1.16283524904215,0.639747995418099,0.0833333333333333,0.833333333333333,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0.25,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","rc","rx/wild","a","rc08",20,0,5,25,"RC","burn","D","RC04",0.809036144578313,1.0938704028021,0.697701149425287,0.383848797250859,0.2,0,0,0,2,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","rc","rx/wild","a","rc09",15,0,1,16,"RC","burn","D","RC05",0.674196787148594,0.911558669001751,1.16283524904215,0.319873997709049,0.166666666666667,0.0833333333333333,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0.166666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","rc","rx/wild","a","rc10",10,0,1,11,"RC","burn","D","RC06",0,0.546935201401051,2.09310344827586,0.383848797250859,0,1.6,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","rc","rx/wild","b","rc01",1,0,0,1,"RC","burn","D","RC07",1.01129518072289,0.683669001751314,1.74425287356322,0,0,0.125,0,0,0.75,0,0,0.125,0,0,0,0,0,0,0,0.125,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","rc","rx/wild","b","rc02",7,3,0,10,"RC","burn","D","RC08",1.34839357429719,0.911558669001751,1.16283524904215,0,0,0,0,0,1.66666666666667,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","rc","rx/wild","b","rc03",5,0,0,5,"RC","burn","D","RC09",1.01129518072289,0.683669001751314,0.872126436781609,0,0,0,0,0,2.5,0,0,0,0.125,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","rc","rx/wild","b","rc04",12,0,1,13,"RC","burn","D","RC10",0.674196787148594,1.36733800350263,0.581417624521073,0,0.0833333333333333,0.666666666666667,0,0,0.833333333333333,0,0.0833333333333333,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","rc","rx/wild","b","rc05",2,0,5,7,"RC","control","A","RC01",0,1.36733800350263,1.16283524904215,0.319873997709049,6.66666666666667,0,0,0,0,0.0833333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","rc","rx/wild","b","rc06",10,0,1,11,"RC","control","A","RC02",0,1.17200400300225,0.996715927750411,0.274177712322042,3.14285714285714,0,0,0,0,0.0714285714285714,0,0.571428571428571,0.0714285714285714,0,0.0714285714285714,0,0,0,0,0,0,0.0714285714285714,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","rc","rx/wild","b","rc07",9,0,1,10,"RC","control","A","RC03",0.674196787148594,0.911558669001751,1.16283524904215,0.319873997709049,2,0.0833333333333333,0,0,0.5,0,0,0.666666666666667,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0
"202","rc","rx/wild","b","rc08",19,0,6,25,"RC","control","A","RC04",0,0.781336002001501,0.996715927750411,0.548355424644084,1,0,0,0,0,0,0,0.714285714285714,0,0.714285714285714,0,0,0,0,0,0,0,0,0.0714285714285714,0.0714285714285714,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","rc","rx/wild","b","rc09",21,0,3,24,"RC","control","A","RC05",0,1.36733800350263,0.872126436781609,0.479810996563574,6.5,0,0,0,0,0,0,0.5,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
"204","rc","rx/wild","b","rc10",29,0,1,30,"RC","control","A","RC06",0,1.51926444833625,1.16283524904215,0.213249331806033,0.555555555555556,0,0.333333333333333,0,0,0,0.0555555555555556,0.111111111111111,0,0.111111111111111,0,0.111111111111111,0,0,0.777777777777778,0,0,0.0555555555555556,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","rc","rx/wild","c","rc01",2,0,0,2,"RC","control","A","RC07",0.367743702081052,0.994427638911001,0.95141065830721,0.348953452046236,0.818181818181818,0,0.0454545454545455,0,0.909090909090909,0,0,0.272727272727273,0,0.0909090909090909,0,0.0454545454545455,0,0,0,0,0.0454545454545455,0.0454545454545455,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","rc","rx/wild","c","rc02",5,15,2,22,"RC","control","B","RC01",0.809036144578313,1.64080560420315,0.697701149425287,0,4,0,0,0,0.8,0,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","rc","rx/wild","c","rc03",34,0,1,35,"RC","control","B","RC02",0,1.02550350262697,0.872126436781609,0.479810996563574,0.25,0,0,0,0,0.0625,0,0.0625,0.0625,0.25,0.0625,0,0,0,0.0625,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","rc","rx/wild","c","rc04",7,1,0,8,"RC","control","B","RC03",0.337098393574297,0.911558669001751,1.16283524904215,0.479810996563574,0.333333333333333,0,0.25,0,0.5,0,0,0.0833333333333333,0.0416666666666667,0.0833333333333333,0,0.0416666666666667,0,0,0,0,0.0833333333333333,0.0416666666666667,0.0416666666666667,0.0416666666666667,0,0,0,0,0,0,0,0,0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","rc","rx/wild","c","rc05",0,0,0,0,"RC","control","B","RC04",0,1.02550350262697,1.30818965517241,0.239905498281787,1,0,0,0,0,0,0,0.75,0,0.125,0,0.125,0,0,0,0,0,0,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","rc","rx/wild","c","rc06",8,0,0,8,"RC","control","B","RC05",0.577882960413081,1.562672004003,0.498357963875205,0,1.28571428571429,0,0.428571428571429,0,0.571428571428571,0,0,0.285714285714286,0.0714285714285714,0.142857142857143,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","rc","rx/wild","c","rc07",13,0,1,14,"RC","control","B","RC06",0.44946452476573,1.51926444833625,0.77522349936143,0.213249331806033,0.888888888888889,0,0.111111111111111,0,0.444444444444444,0,0,0.0555555555555556,0.0555555555555556,0.111111111111111,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","rc","rx/wild","c","rc08",19,0,0,19,"RC","control","B","RC07",0.44946452476573,0.911558669001751,1.16283524904215,0.213249331806033,1.11111111111111,0,0,0,0.111111111111111,0,0,0.222222222222222,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0.111111111111111,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","rc","rx/wild","c","rc09",27,0,1,28,"RC","control","C","RC01",1.01129518072289,1.36733800350263,0.872126436781609,0,2,0,0,0,0.75,0,0.125,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","rc","rx/wild","c","rc10",20,0,1,21,"RC","control","C","RC02",0.505647590361446,0.683669001751314,1.30818965517241,0.239905498281787,1.125,0.0625,0,0,0.25,0,0,0.375,0,0.25,0.0625,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","rc","rx/wild","d","rc01",1,0,1,2,"RC","control","C","RC03",0,1.8231173380035,0.581417624521073,0.319873997709049,0.166666666666667,0,0,0,0,0,0.166666666666667,0,0.0833333333333333,0.0833333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","rc","rx/wild","d","rc02",20,4,0,24,"RC","control","C","RC04",0.674196787148594,1.8231173380035,0.581417624521073,0,0.166666666666667,0.166666666666667,0.333333333333333,0,0.166666666666667,0,0,0.0833333333333333,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","rc","rx/wild","d","rc03",15,0,0,15,"RC","control","C","RC05",0.505647590361446,1.36733800350263,0.872126436781609,0,2.25,0.0625,0,0,0.375,0,0,0.375,0.0625,0.0625,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","rc","rx/wild","d","rc04",7,1,1,9,"RC","control","C","RC06",0.809036144578313,1.0938704028021,0.697701149425287,0.383848797250859,9,0,0,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","rc","rx/wild","d","rc05",2,0,0,2,"RC","control","D","RC01",0.809036144578313,2.1877408056042,0,0,0.4,0,0,0,1.4,0,0.1,0.1,0.1,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","rc","rx/wild","d","rc06",21,1,1,23,"RC","control","D","RC02",0,1.36733800350263,0.436063218390805,0.479810996563574,0.25,0,0.0625,0,0,0.25,0,0.0625,0.125,0,0.0625,0,0,0,0.5,0,0,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221","rc","rx/wild","d","rc07",10,0,1,11,"RC","control","D","RC03",0.505647590361446,1.02550350262697,0.872126436781609,0.479810996563574,1.25,0,0,0,0.75,0,0,0.25,0,0.5,0,0.125,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
"222","rc","rx/wild","d","rc08",36,0,18,54,"RC","control","D","RC04",0,1.36733800350263,0.436063218390805,0.479810996563574,2.25,0,0.0625,0,0,0,0,0.375,0.0625,0.0625,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223","rc","rx/wild","d","rc09",19,0,2,21,"RC","control","D","RC05",0.44946452476573,1.51926444833625,0.387611749680715,0.213249331806033,1.33333333333333,0,0.0555555555555556,0,0.333333333333333,0,0.0555555555555556,0.222222222222222,0.222222222222222,0.0555555555555556,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","rc","rx/wild","d","rc10",11,0,0,11,"RC","control","D","RC06",0.674196787148594,0.911558669001751,1.16283524904215,0.319873997709049,2.5,0,0,0,0.666666666666667,0,0,0.5,0,0.166666666666667,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0
